SN: 20240004,,,,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle,,
4139999,1721639302, 2024/7/22 9:8:22,63.19,36.8,289.13,2123.62,3793.95,60.92,35.94,535,2069,1,,
4142000,1721639304, 2024/7/22 9:8:24,63.14,36.82,288.94,2123.62,3798.83,60.92,35.94,535,2070,1,,
4144000,1721639306, 2024/7/22 9:8:26,63.19,36.83,289.13,2123.81,3798.83,59.12,35.94,598,2071,1,,
4145999,1721639308, 2024/7/22 9:8:28,63.14,36.84,289.13,2124,3793.95,59.12,35.94,598,2072,1,,
4147999,1721639310, 2024/7/22 9:8:30,63.13,36.86,289.13,2124.19,3798.83,59.12,35.94,598,2073,1,,
4149998,1721639312, 2024/7/22 9:8:32,63.07,36.85,289.13,2124.37,3793.95,59.12,35.94,598,2074,1,,
4151999,1721639314, 2024/7/22 9:8:34,63.08,36.87,289.13,2124.56,3793.95,59.12,35.94,598,2075,1,,
4153999,1721639316, 2024/7/22 9:8:36,63.07,36.9,289.31,2124.75,3793.95,59.12,35.94,598,2076,1,,
4155999,1721639318, 2024/7/22 9:8:38,63.04,36.92,289.31,2124.75,3793.95,59.12,35.94,598,2077,1,,
4157999,1721639320, 2024/7/22 9:8:40,63.01,36.93,289.31,2125.12,3793.95,59.12,35.94,598,2078,1,,
4159998,1721639322, 2024/7/22 9:8:42,63.01,36.93,289.31,2125.12,3798.83,59.12,35.94,598,2079,1,,
4161999,1721639324, 2024/7/22 9:8:44,63,36.95,289.31,2125.5,3793.95,59.12,35.94,598,2080,1,,
4163999,1721639326, 2024/7/22 9:8:46,62.98,36.97,289.31,2125.5,3793.95,59.12,35.94,598,2081,1,,
4165999,1721639328, 2024/7/22 9:8:48,62.94,36.97,289.31,2125.69,3793.95,59.12,35.94,598,2082,1,,
4167999,1721639330, 2024/7/22 9:8:50,62.95,36.97,289.5,2125.87,3793.95,59.12,35.94,598,2083,1,,
4169999,1721639332, 2024/7/22 9:8:52,62.91,36.99,289.5,2126.06,3793.95,59.12,35.94,598,2084,1,,
4171999,1721639334, 2024/7/22 9:8:54,62.88,37,289.5,2126.25,3798.83,59.12,35.94,598,2085,1,,
4173999,1721639336, 2024/7/22 9:8:56,62.9,37.01,289.5,2126.25,3789.06,59.12,35.94,598,2086,1,,
4175998,1721639338, 2024/7/22 9:8:58,62.83,37.03,289.5,2126.44,3793.95,59.12,35.94,598,2087,1,,
4177999,1721639340, 2024/7/22 9:9:0,62.82,37.03,289.69,2126.81,3793.95,59.12,35.94,598,2088,1,,
4179999,1721639342, 2024/7/22 9:9:2,62.78,37.05,289.69,2126.81,3793.95,59.12,35.94,598,2089,1,,
4181999,1721639344, 2024/7/22 9:9:4,62.77,37.05,289.69,2127,3793.95,59.12,35.94,598,2090,1,,
4184000,1721639346, 2024/7/22 9:9:6,62.73,37.08,289.69,2127.19,3793.95,59.12,35.94,598,2091,1,,
4186000,1721639348, 2024/7/22 9:9:8,62.72,37.09,289.69,2127.38,3793.95,59.12,35.94,598,2092,1,,
4188000,1721639350, 2024/7/22 9:9:10,62.7,37.08,289.69,2127.38,3789.06,59.12,35.94,598,2093,1,,
4189999,1721639352, 2024/7/22 9:9:12,62.69,37.09,289.69,2127.75,3798.83,59.12,35.94,598,2094,1,,
4191998,1721639354, 2024/7/22 9:9:14,62.68,37.12,289.88,2127.94,3793.95,59.12,35.94,598,2095,1,,
4193999,1721639356, 2024/7/22 9:9:16,62.62,37.14,289.88,2128.12,3793.95,59.12,35.94,598,2096,1,,
4195999,1721639358, 2024/7/22 9:9:18,62.62,37.15,289.88,2128.12,3798.83,59.12,35.94,598,2097,1,,
4197999,1721639360, 2024/7/22 9:9:20,62.61,37.16,289.88,2128.31,3793.95,59.12,35.94,598,2098,1,,
4200000,1721639362, 2024/7/22 9:9:22,62.59,37.16,289.88,2128.5,3798.83,59.12,35.94,598,2099,1,,
4201999,1721639364, 2024/7/22 9:9:24,62.55,37.2,289.88,2128.69,3793.95,59.12,35.94,598,2100,1,,
4204000,1721639366, 2024/7/22 9:9:26,62.53,37.19,289.88,2128.69,3798.83,59.12,35.94,598,2101,1,,
4205999,1721639368, 2024/7/22 9:9:28,62.52,37.2,290.06,2128.87,3793.95,59.12,35.94,598,2102,1,,
4207998,1721639370, 2024/7/22 9:9:30,62.48,37.2,290.06,2129.06,3789.06,59.12,35.94,598,2103,1,,
4209998,1721639372, 2024/7/22 9:9:32,62.52,37.24,290.06,2129.25,3793.95,59.12,35.94,598,2104,1,,
4211999,1721639374, 2024/7/22 9:9:34,62.47,37.23,290.06,2129.44,3793.95,59.12,35.94,598,2105,1,,
4213998,1721639376, 2024/7/22 9:9:36,62.44,37.25,290.06,2129.62,3798.83,59.12,35.94,598,2106,1,,
4215999,1721639378, 2024/7/22 9:9:38,62.4,37.24,290.25,2129.81,3793.95,59.12,35.94,598,2107,1,,
4217999,1721639380, 2024/7/22 9:9:40,62.4,37.26,290.25,2130,3793.95,59.12,35.94,598,2108,1,,
4219999,1721639382, 2024/7/22 9:9:42,62.39,37.28,290.25,2130,3789.06,59.12,35.94,598,2109,1,,
4222000,1721639384, 2024/7/22 9:9:44,62.37,37.3,290.25,2130.19,3793.95,59.12,35.94,598,2110,1,,
4224000,1721639386, 2024/7/22 9:9:46,62.33,37.29,290.25,2130.37,3798.83,59.12,35.94,598,2111,1,,
4225998,1721639388, 2024/7/22 9:9:48,62.3,37.3,290.25,2130.56,3789.06,59.12,35.94,598,2112,1,,
4227998,1721639390, 2024/7/22 9:9:50,62.3,37.33,290.44,2130.75,3798.83,59.12,35.94,598,2113,1,,
4229999,1721639392, 2024/7/22 9:9:52,62.27,37.32,290.44,2130.75,3789.06,59.12,35.94,598,2114,1,,
4231999,1721639394, 2024/7/22 9:9:54,62.25,37.35,290.44,2130.94,3793.95,59.12,35.94,598,2115,1,,
4234000,1721639396, 2024/7/22 9:9:56,62.23,37.34,290.44,2131.12,3798.83,59.12,35.94,598,2116,1,,
4236000,1721639398, 2024/7/22 9:9:58,62.21,37.36,290.44,2131.12,3793.95,59.12,35.94,598,2117,1,,
4237999,1721639400, 2024/7/22 9:10:0,62.19,37.36,290.63,2131.31,3798.83,59.12,35.94,598,2118,1,,
4239998,1721639402, 2024/7/22 9:10:2,62.16,37.39,290.63,2131.69,3793.95,59.12,35.94,598,2119,1,,
4241999,1721639404, 2024/7/22 9:10:4,62.13,37.4,290.63,2131.69,3793.95,59.12,35.94,598,2120,1,,
4243998,1721639406, 2024/7/22 9:10:6,62.1,37.4,290.63,2132.06,3793.95,59.12,35.94,598,2121,1,,
4245999,1721639408, 2024/7/22 9:10:8,62.09,37.42,290.63,2132.06,3793.95,59.12,35.94,598,2122,1,,
4247999,1721639410, 2024/7/22 9:10:10,62.07,37.42,290.81,2132.06,3789.06,59.12,35.94,598,2123,1,,
4250000,1721639412, 2024/7/22 9:10:12,62.07,37.43,290.81,2132.25,3798.83,59.12,35.94,598,2124,1,,
4252000,1721639414, 2024/7/22 9:10:14,62.04,37.44,290.81,2132.62,3793.95,59.12,35.94,598,2125,1,,
4253999,1721639416, 2024/7/22 9:10:16,62.04,37.45,290.81,2132.62,3798.83,59.12,35.94,598,2126,1,,
4255998,1721639418, 2024/7/22 9:10:18,62.01,37.47,290.81,2132.62,3798.83,59.12,35.94,598,2127,1,,
4257998,1721639420, 2024/7/22 9:10:20,62.01,37.5,291,2133,3798.83,59.12,35.94,598,2128,1,,
4259999,1721639422, 2024/7/22 9:10:22,61.97,37.5,290.81,2133.19,3793.95,59.12,35.94,598,2129,1,,
4261999,1721639424, 2024/7/22 9:10:24,61.94,37.49,291,2133.19,3798.83,59.12,35.94,598,2130,1,,
4263999,1721639426, 2024/7/22 9:10:26,61.9,37.5,291,2133.37,3793.95,59.12,35.94,598,2131,1,,
4266000,1721639428, 2024/7/22 9:10:28,61.89,37.52,291,2133.37,3793.95,59.12,35.94,598,2132,1,,
4268000,1721639430, 2024/7/22 9:10:30,61.88,37.54,291,2133.75,3793.95,59.12,35.94,598,2133,1,,
4269999,1721639432, 2024/7/22 9:10:32,61.86,37.55,291.19,2133.75,3793.95,59.12,35.94,598,2134,1,,
4272000,1721639434, 2024/7/22 9:10:34,61.87,37.54,291.19,2133.94,3793.95,59.12,35.94,598,2135,1,,
4273998,1721639436, 2024/7/22 9:10:36,61.84,37.58,291.19,2133.94,3793.95,59.12,35.94,598,2136,1,,
4275998,1721639438, 2024/7/22 9:10:38,61.77,37.56,291.38,2134.31,3793.95,59.12,35.94,598,2137,1,,
4277999,1721639440, 2024/7/22 9:10:40,61.8,37.58,291.19,2134.31,3798.83,59.12,35.94,598,2138,1,,
4279999,1721639442, 2024/7/22 9:10:42,61.75,37.59,291.38,2134.5,3789.06,59.12,35.94,598,2139,1,,
4281999,1721639444, 2024/7/22 9:10:44,61.73,37.63,291.38,2134.69,3793.95,59.12,35.94,598,2140,1,,
4284000,1721639446, 2024/7/22 9:10:46,61.72,37.6,291.38,2134.87,3793.95,59.12,35.94,598,2141,1,,
4285999,1721639448, 2024/7/22 9:10:48,61.74,37.64,291.38,2134.87,3793.95,59.12,35.94,598,2142,1,,
4287998,1721639450, 2024/7/22 9:10:50,61.7,37.65,291.38,2135.06,3793.95,59.12,35.94,598,2143,1,,
4289998,1721639452, 2024/7/22 9:10:52,61.66,37.65,291.56,2135.25,3793.95,59.12,35.94,598,2144,1,,
4291999,1721639454, 2024/7/22 9:10:54,61.65,37.65,291.56,2135.44,3793.95,59.12,35.94,598,2145,1,,
4294000,1721639456, 2024/7/22 9:10:56,61.61,37.66,291.56,2135.63,3793.95,59.12,35.94,598,2146,1,,
4295999,1721639458, 2024/7/22 9:10:58,61.62,37.68,291.56,2135.63,3793.95,59.12,35.94,598,2147,1,,
4297999,1721639460, 2024/7/22 9:11:0,61.62,37.7,291.75,2135.81,3793.95,59.12,35.94,598,2148,1,,
4300000,1721639462, 2024/7/22 9:11:2,61.61,37.71,291.75,2136,3798.83,59.12,35.94,598,2149,1,,
4301999,1721639464, 2024/7/22 9:11:4,61.54,37.69,291.75,2136.19,3793.95,59.12,35.94,598,2150,1,,
4304000,1721639466, 2024/7/22 9:11:6,61.54,37.73,292.31,2136.75,3779.3,59.12,36.89,598,2151,1,,
4305998,1721639468, 2024/7/22 9:11:8,61.52,37.73,292.31,2136.94,3681.64,59.12,36.89,598,2152,1,,
4307999,1721639470, 2024/7/22 9:11:10,61.5,37.74,292.31,2136.94,3681.64,59.12,36.89,598,2153,1,,
4309998,1721639472, 2024/7/22 9:11:12,61.52,37.76,292.31,2137.31,3681.64,59.12,36.89,598,2154,1,,
4311998,1721639474, 2024/7/22 9:11:14,61.48,37.79,292.5,2137.31,3681.64,59.12,36.89,598,2155,1,,
4313999,1721639476, 2024/7/22 9:11:16,61.47,37.79,292.5,2137.5,3686.52,59.12,36.89,598,2156,1,,
4315999,1721639478, 2024/7/22 9:11:18,61.43,37.78,292.5,2137.5,3691.41,59.12,36.89,598,2157,1,,
4317999,1721639480, 2024/7/22 9:11:20,61.43,37.79,292.13,2137.31,3798.83,59.12,36.89,598,2158,1,,
4319998,1721639482, 2024/7/22 9:11:22,61.43,37.8,292.13,2137.31,3793.95,59.12,36.89,598,2159,1,,
4321998,1721639484, 2024/7/22 9:11:24,61.37,37.83,292.13,2137.5,3793.95,59.12,36.89,598,2160,1,,
4324000,1721639486, 2024/7/22 9:11:26,61.4,37.83,292.13,2137.5,3793.95,57.26,36.89,659,2161,1,,
4325999,1721639488, 2024/7/22 9:11:28,61.38,37.83,292.13,2137.87,3798.83,57.26,36.89,659,2162,1,,
4327999,1721639490, 2024/7/22 9:11:30,61.34,37.86,292.31,2138.06,3798.83,57.26,36.89,659,2163,1,,
4330000,1721639492, 2024/7/22 9:11:32,61.35,37.84,292.31,2138.06,3793.95,57.26,36.89,659,2164,1,,
4331999,1721639494, 2024/7/22 9:11:34,61.32,37.86,292.31,2138.25,3798.83,57.26,36.89,659,2165,1,,
4333999,1721639496, 2024/7/22 9:11:36,61.3,37.89,292.31,2138.44,3798.83,57.26,36.89,659,2166,1,,
4336000,1721639498, 2024/7/22 9:11:38,61.27,37.89,292.5,2138.62,3803.71,57.26,36.89,659,2167,1,,
4337999,1721639500, 2024/7/22 9:11:40,61.24,37.88,292.5,2138.62,3793.95,57.26,36.89,659,2168,1,,
4339999,1721639502, 2024/7/22 9:11:42,61.26,37.9,292.5,2138.81,3793.95,57.26,36.89,659,2169,1,,
4341999,1721639504, 2024/7/22 9:11:44,61.24,37.92,292.5,2139,3798.83,57.26,36.89,659,2170,1,,
4343999,1721639506, 2024/7/22 9:11:46,61.22,37.91,292.69,2139.19,3793.95,57.26,36.89,659,2171,1,,
4345999,1721639508, 2024/7/22 9:11:48,61.18,37.93,292.69,2139.37,3798.83,57.26,36.89,659,2172,1,,
4347999,1721639510, 2024/7/22 9:11:50,61.17,37.94,292.69,2139.56,3789.06,57.26,36.89,659,2173,1,,
4349999,1721639512, 2024/7/22 9:11:52,61.14,37.96,292.69,2139.56,3798.83,57.26,36.89,659,2174,1,,
4351998,1721639514, 2024/7/22 9:11:54,61.13,37.96,292.69,2139.75,3793.95,57.26,36.89,659,2175,1,,
4353998,1721639516, 2024/7/22 9:11:56,61.11,37.98,292.88,2139.75,3798.83,57.26,36.89,659,2176,1,,
4355999,1721639518, 2024/7/22 9:11:58,61.12,37.97,292.88,2139.94,3798.83,57.26,36.89,659,2177,1,,
4357999,1721639520, 2024/7/22 9:12:0,61.09,38,292.88,2140.12,3798.83,57.26,36.89,659,2178,1,,
4360000,1721639522, 2024/7/22 9:12:2,61.09,38.02,292.88,2140.31,3798.83,57.26,36.89,659,2179,1,,
4362000,1721639524, 2024/7/22 9:12:4,61.04,38.02,292.88,2140.31,3798.83,57.26,36.89,659,2180,1,,
4364000,1721639526, 2024/7/22 9:12:6,60.99,38.02,293.06,2140.5,3793.95,57.26,36.89,659,2181,1,,
4365999,1721639528, 2024/7/22 9:12:8,61.01,38.04,293.06,2140.69,3798.83,57.26,36.89,659,2182,1,,
4367998,1721639530, 2024/7/22 9:12:10,60.99,38.04,293.06,2140.69,3793.95,57.26,36.89,659,2183,1,,
4369999,1721639532, 2024/7/22 9:12:12,61,38.06,293.06,2140.87,3803.71,57.26,36.89,659,2184,1,,
4371999,1721639534, 2024/7/22 9:12:14,60.96,38.06,293.25,2141.06,3798.83,57.26,36.89,659,2185,1,,
4373999,1721639536, 2024/7/22 9:12:16,60.96,38.08,293.25,2141.06,3798.83,57.26,36.89,659,2186,1,,
4375998,1721639538, 2024/7/22 9:12:18,60.95,38.05,293.25,2141.44,3798.83,57.26,36.89,659,2187,1,,
4377999,1721639540, 2024/7/22 9:12:20,60.93,38.1,293.25,2141.44,3793.95,57.26,36.89,659,2188,1,,
4379999,1721639542, 2024/7/22 9:12:22,60.91,38.1,293.44,2141.62,3798.83,57.26,36.89,659,2189,1,,
4381999,1721639544, 2024/7/22 9:12:24,60.87,38.1,293.44,2141.81,3793.95,57.26,36.89,659,2190,1,,
4383998,1721639546, 2024/7/22 9:12:26,60.87,38.13,293.44,2141.81,3793.95,57.26,36.89,659,2191,1,,
4385999,1721639548, 2024/7/22 9:12:28,60.88,38.13,293.44,2142,3793.95,57.26,36.89,659,2192,1,,
4387999,1721639550, 2024/7/22 9:12:30,60.81,38.13,293.44,2142.19,3793.95,57.26,36.89,659,2193,1,,
4390000,1721639552, 2024/7/22 9:12:32,60.82,38.14,293.63,2142.37,3798.83,57.26,36.89,659,2194,1,,
4391999,1721639554, 2024/7/22 9:12:34,60.78,38.16,293.63,2142.56,3793.95,57.26,36.89,659,2195,1,,
4393999,1721639556, 2024/7/22 9:12:36,60.77,38.15,293.81,2142.56,3793.95,57.26,36.89,659,2196,1,,
4395999,1721639558, 2024/7/22 9:12:38,60.78,38.17,293.63,2142.75,3798.83,57.26,36.89,659,2197,1,,
4397999,1721639560, 2024/7/22 9:12:40,60.74,38.15,293.81,2142.75,3793.95,57.26,36.89,659,2198,1,,
4400000,1721639562, 2024/7/22 9:12:42,60.75,38.2,293.81,2143.12,3793.95,57.26,36.89,659,2199,1,,
4401999,1721639564, 2024/7/22 9:12:44,60.73,38.18,293.81,2143.12,3793.95,57.26,36.89,659,2200,1,,
4403999,1721639566, 2024/7/22 9:12:46,60.7,38.22,294,2143.12,3793.95,57.26,36.89,659,2201,1,,
4405999,1721639568, 2024/7/22 9:12:48,60.71,38.21,293.81,2143.5,3798.83,57.26,36.89,659,2202,1,,
4408000,1721639570, 2024/7/22 9:12:50,60.7,38.23,294,2143.5,3798.83,57.26,36.89,659,2203,1,,
4409999,1721639572, 2024/7/22 9:12:52,60.67,38.24,294,2143.69,3798.83,57.26,36.89,659,2204,1,,
4412000,1721639574, 2024/7/22 9:12:54,60.66,38.24,294,2143.69,3798.83,57.26,36.89,659,2205,1,,
4413999,1721639576, 2024/7/22 9:12:56,60.66,38.26,294.19,2143.87,3798.83,57.26,36.89,659,2206,1,,
4415998,1721639578, 2024/7/22 9:12:58,60.65,38.28,294.19,2144.06,3798.83,57.26,36.89,659,2207,1,,
4417999,1721639580, 2024/7/22 9:13:0,60.6,38.27,294.19,2144.06,3793.95,57.26,36.89,659,2208,1,,
4419998,1721639582, 2024/7/22 9:13:2,60.54,38.28,294.19,2144.25,3793.95,57.26,36.89,659,2209,1,,
4421999,1721639584, 2024/7/22 9:13:4,60.57,38.28,294.38,2144.25,3793.95,57.26,36.89,659,2210,1,,
4423999,1721639586, 2024/7/22 9:13:6,60.57,38.31,294.38,2144.44,3793.95,57.26,36.89,659,2211,1,,
4425999,1721639588, 2024/7/22 9:13:8,60.56,38.3,294.38,2144.62,3798.83,57.26,36.89,659,2212,1,,
4427998,1721639590, 2024/7/22 9:13:10,60.53,38.32,294.38,2144.81,3798.83,57.26,36.89,659,2213,1,,
4430000,1721639592, 2024/7/22 9:13:12,60.55,38.33,294.56,2144.81,3798.83,57.26,36.89,659,2214,1,,
4432000,1721639594, 2024/7/22 9:13:14,60.5,38.34,294.56,2145,3798.83,57.26,36.89,659,2215,1,,
4434000,1721639596, 2024/7/22 9:13:16,60.51,38.34,294.56,2145,3798.83,57.26,36.89,659,2216,1,,
4436000,1721639598, 2024/7/22 9:13:18,60.5,38.35,294.56,2145.19,3798.83,57.26,36.89,659,2217,1,,
4437999,1721639600, 2024/7/22 9:13:20,60.46,38.36,294.56,2145.37,3798.83,57.26,36.89,659,2218,1,,
4439999,1721639602, 2024/7/22 9:13:22,60.46,38.35,294.75,2145.56,3798.83,57.26,36.89,659,2219,1,,
4441999,1721639604, 2024/7/22 9:13:24,60.42,38.38,294.75,2145.75,3793.95,57.26,36.89,659,2220,1,,
4443999,1721639606, 2024/7/22 9:13:26,60.42,38.4,294.75,2145.75,3798.83,57.26,36.89,659,2221,1,,
4445999,1721639608, 2024/7/22 9:13:28,60.41,38.39,294.75,2145.75,3793.95,57.26,36.89,659,2222,1,,
4448000,1721639610, 2024/7/22 9:13:30,60.41,38.41,294.75,2145.94,3793.95,57.26,36.89,659,2223,1,,
4449999,1721639612, 2024/7/22 9:13:32,60.39,38.43,294.94,2146.12,3793.95,57.26,36.89,659,2224,1,,
4452000,1721639614, 2024/7/22 9:13:34,60.35,38.41,294.94,2146.12,3793.95,57.26,36.89,659,2225,1,,
4453999,1721639616, 2024/7/22 9:13:36,60.34,38.44,295.13,2146.31,3793.95,57.26,36.89,659,2226,1,,
4456000,1721639618, 2024/7/22 9:13:38,60.32,38.43,295.13,2146.5,3798.83,57.26,36.89,659,2227,1,,
4457999,1721639620, 2024/7/22 9:13:40,60.3,38.44,295.13,2146.69,3798.83,57.26,36.89,659,2228,1,,
4459999,1721639622, 2024/7/22 9:13:42,60.32,38.48,295.13,2146.87,3793.95,57.26,36.89,659,2229,1,,
4462000,1721639624, 2024/7/22 9:13:44,60.31,38.48,295.13,2146.87,3789.06,57.26,36.89,659,2230,1,,
4464000,1721639626, 2024/7/22 9:13:46,60.26,38.46,295.31,2146.87,3793.95,57.26,36.89,659,2231,1,,
4465999,1721639628, 2024/7/22 9:13:48,60.26,38.45,295.31,2147.06,3793.95,57.26,36.89,659,2232,1,,
4467999,1721639630, 2024/7/22 9:13:50,60.24,38.52,295.31,2147.25,3798.83,57.26,36.89,659,2233,1,,
4469999,1721639632, 2024/7/22 9:13:52,60.25,38.5,295.5,2147.25,3793.95,57.26,36.89,659,2234,1,,
4471999,1721639634, 2024/7/22 9:13:54,60.22,38.49,295.5,2147.44,3793.95,57.26,36.89,659,2235,1,,
4474000,1721639636, 2024/7/22 9:13:56,60.19,38.53,295.5,2147.44,3793.95,57.26,36.89,659,2236,1,,
4476000,1721639638, 2024/7/22 9:13:58,60.17,38.53,295.5,2147.62,3793.95,57.26,36.89,659,2237,1,,
4477999,1721639640, 2024/7/22 9:14:0,60.19,38.53,295.5,2147.81,3793.95,57.26,36.89,659,2238,1,,
4479998,1721639642, 2024/7/22 9:14:2,60.17,38.55,295.69,2148,3798.83,57.26,36.89,659,2239,1,,
4481999,1721639644, 2024/7/22 9:14:4,60.16,38.57,295.69,2148,3798.83,57.26,36.89,659,2240,1,,
4483999,1721639646, 2024/7/22 9:14:6,60.14,38.57,296.06,2148.56,3779.3,57.26,37.79,659,2241,1,,
4485999,1721639648, 2024/7/22 9:14:8,60.15,38.6,296.25,2148.75,3671.87,57.26,37.79,659,2242,1,,
4487999,1721639650, 2024/7/22 9:14:10,60.11,38.58,296.44,2148.94,3681.64,57.26,37.79,659,2243,1,,
4489999,1721639652, 2024/7/22 9:14:12,60.12,38.58,296.44,2148.94,3681.64,57.26,37.79,659,2244,1,,
4491999,1721639654, 2024/7/22 9:14:14,60.09,38.61,296.44,2149.12,3686.52,57.26,37.79,659,2245,1,,
4494000,1721639656, 2024/7/22 9:14:16,60.08,38.62,296.44,2149.31,3686.52,57.26,37.79,659,2246,1,,
4495998,1721639658, 2024/7/22 9:14:18,60.06,38.63,296.63,2149.5,3686.52,57.26,37.79,659,2247,1,,
4497999,1721639660, 2024/7/22 9:14:20,60.05,38.62,296.06,2149.12,3798.83,57.26,37.79,659,2248,1,,
4499999,1721639662, 2024/7/22 9:14:22,60.04,38.63,296.25,2148.94,3798.83,57.26,37.79,659,2249,1,,
4501999,1721639664, 2024/7/22 9:14:24,60.03,38.65,296.25,2149.12,3798.83,57.26,37.79,659,2250,1,,
4503999,1721639666, 2024/7/22 9:14:26,60.04,38.65,296.25,2149.31,3793.95,55.43,37.79,711,2251,1,,
4505999,1721639668, 2024/7/22 9:14:28,60.01,38.65,296.25,2149.5,3793.95,55.43,37.79,711,2252,1,,
4508000,1721639670, 2024/7/22 9:14:30,60.01,38.66,296.44,2149.5,3798.83,55.43,37.79,711,2253,1,,
4510000,1721639672, 2024/7/22 9:14:32,60.01,38.68,296.44,2149.69,3798.83,55.43,37.79,711,2254,1,,
4511998,1721639674, 2024/7/22 9:14:34,59.96,38.67,296.44,2149.87,3798.83,55.43,37.79,711,2255,1,,
4513999,1721639676, 2024/7/22 9:14:36,59.99,38.7,296.44,2149.87,3798.83,55.43,37.79,711,2256,1,,
4515998,1721639678, 2024/7/22 9:14:38,59.96,38.7,296.63,2150.06,3798.83,55.43,37.79,711,2257,1,,
4517999,1721639680, 2024/7/22 9:14:40,59.93,38.72,296.63,2150.25,3798.83,55.43,37.79,711,2258,1,,
4519999,1721639682, 2024/7/22 9:14:42,59.94,38.73,296.63,2150.25,3798.83,55.43,37.79,711,2259,1,,
4521999,1721639684, 2024/7/22 9:14:44,59.91,38.74,296.63,2150.44,3803.71,55.43,37.79,711,2260,1,,
4524000,1721639686, 2024/7/22 9:14:46,59.91,38.73,296.81,2150.62,3793.95,55.43,37.79,711,2261,1,,
4525999,1721639689, 2024/7/22 9:14:49,59.88,38.75,296.81,2150.62,3798.83,55.43,37.79,711,2262,1,,
4527998,1721639691, 2024/7/22 9:14:51,59.87,38.77,296.81,2150.81,3798.83,55.43,37.79,711,2263,1,,
4529999,1721639693, 2024/7/22 9:14:53,59.88,38.76,296.81,2150.81,3793.95,55.43,37.79,711,2264,1,,
4532000,1721639695, 2024/7/22 9:14:55,59.85,38.79,296.81,2151,3798.83,55.43,37.79,711,2265,1,,
4533999,1721639697, 2024/7/22 9:14:57,59.83,38.79,297,2151.19,3798.83,55.43,37.79,711,2266,1,,
4535999,1721639699, 2024/7/22 9:14:59,59.81,38.81,297,2151.19,3793.95,55.43,37.79,711,2267,1,,
4537999,1721639701, 2024/7/22 9:15:1,59.8,38.8,297.19,2151.37,3798.83,55.43,37.79,711,2268,1,,
4540000,1721639703, 2024/7/22 9:15:3,59.77,38.81,297.19,2151.56,3798.83,55.43,37.79,711,2269,1,,
4541999,1721639705, 2024/7/22 9:15:5,59.77,38.81,297.19,2151.56,3793.95,55.43,37.79,711,2270,1,,
4544000,1721639707, 2024/7/22 9:15:7,59.79,38.83,297.38,2151.75,3798.83,55.43,37.79,711,2271,1,,
4545998,1721639709, 2024/7/22 9:15:9,59.76,38.86,297.38,2151.75,3793.95,55.43,37.79,711,2272,1,,
4547999,1721639711, 2024/7/22 9:15:11,59.75,38.82,297.38,2151.94,3798.83,55.43,37.79,711,2273,1,,
4549999,1721639713, 2024/7/22 9:15:13,59.75,38.87,297.38,2152.12,3798.83,55.43,37.79,711,2274,1,,
4551999,1721639715, 2024/7/22 9:15:15,59.72,38.86,297.56,2152.31,3798.83,55.43,37.79,711,2275,1,,
4553999,1721639717, 2024/7/22 9:15:17,59.72,38.86,297.56,2152.31,3798.83,55.43,37.79,711,2276,1,,
4556000,1721639719, 2024/7/22 9:15:19,59.69,38.88,297.56,2152.5,3798.83,55.43,37.79,711,2277,1,,
4557999,1721639721, 2024/7/22 9:15:21,59.67,38.87,297.56,2152.5,3803.71,55.43,37.79,711,2278,1,,
4559998,1721639723, 2024/7/22 9:15:23,59.66,38.9,297.75,2152.69,3793.95,55.43,37.79,711,2279,1,,
4561999,1721639725, 2024/7/22 9:15:25,59.65,38.9,297.75,2152.69,3798.83,55.43,37.79,711,2280,1,,
4563998,1721639727, 2024/7/22 9:15:27,59.65,38.89,297.94,2152.87,3803.71,55.43,37.79,711,2281,1,,
4565999,1721639729, 2024/7/22 9:15:29,59.65,38.91,297.75,2153.06,3798.83,55.43,37.79,711,2282,1,,
4568000,1721639731, 2024/7/22 9:15:31,59.62,38.93,297.94,2153.25,3798.83,55.43,37.79,711,2283,1,,
4569999,1721639733, 2024/7/22 9:15:33,59.65,38.93,297.94,2153.25,3798.83,55.43,37.79,711,2284,1,,
4571999,1721639735, 2024/7/22 9:15:35,59.59,38.93,297.94,2153.44,3798.83,55.43,37.79,711,2285,1,,
4574000,1721639737, 2024/7/22 9:15:37,59.59,38.98,298.13,2153.44,3793.95,55.43,37.79,711,2286,1,,
4575998,1721639739, 2024/7/22 9:15:39,59.58,38.96,298.13,2153.62,3798.83,55.43,37.79,711,2287,1,,
4577999,1721639741, 2024/7/22 9:15:41,59.58,38.96,298.13,2153.62,3798.83,55.43,37.79,711,2288,1,,
4579999,1721639743, 2024/7/22 9:15:43,59.58,38.97,298.13,2153.81,3798.83,55.43,37.79,711,2289,1,,
4582000,1721639745, 2024/7/22 9:15:45,59.54,39,298.31,2154,3798.83,55.43,37.79,711,2290,1,,
4583999,1721639747, 2024/7/22 9:15:47,59.56,39.01,298.31,2154,3798.83,55.43,37.79,711,2291,1,,
4586000,1721639749, 2024/7/22 9:15:49,59.54,38.99,298.31,2154.19,3798.83,55.43,37.79,711,2292,1,,
